N FG FW
4795 1.33829879760742 0.072784423828125
5076 1.47308349609375 0.0722274780273438
8403 3.9277229309082 0.169326782226562
11214 6.89142608642578 0.258647918701172
14964 12.1239318847656 0.371440887451172
15969 13.8515396118164 0.460601806640625
19119 19.7601737976074 0.614170074462891
20647 22.9651641845703 0.622093200683594
