N FG FW
1032 0.378387451171875 0.153793334960938
1447 0.495376586914062 0.170608520507812
3129 0.94073486328125 0.143623352050781
3248 0.960289001464844 0.164531707763672
3509 1.05008697509766 0.159214019775391
4974 2.3812255859375 0.145492553710938
6437 2.63670349121094 0.288906097412109
