index norm
1 0.293069306930693
2 0.94990099009901
3 0.548910891089109
4 0.99960396039604
5 0.521782178217822
6 0.38990099009901
7 0
8 0.99980198019802
9 0.99960396039604
10 0.293069306930693
11 0.99960396039604
12 0.661188118811881
13 0
14 0
15 0
16 0
17 0.575247524752475
18 0.930495049504951
19 0.99980198019802
20 0.0394059405940594
21 0
22 0.99960396039604
23 0
24 0.30970297029703
25 0.259207920792079
26 0.326138613861386
27 0
28 0.134455445544554
29 0.562178217821782
30 0
31 0.241980198019802
32 0.868118811881188
33 0.259207920792079
34 0.326138613861386
35 0
36 0.716633663366337
37 0
38 0
39 0.99960396039604
40 0.588118811881188
41 0.747524752475248
42 0.38990099009901
43 0
44 0.99960396039604
45 0.962376237623762
46 0.99960396039604
47 0.99960396039604
48 0.405346534653465
49 0.276237623762376
50 0.575247524752475
