index norm
1 1
2 0.99960396039604
3 0.99960396039604
4 0.999009900990099
5 0.99940594059406
6 0.99960396039604
7 0.998811881188118
8 0.99940594059406
9 0.99960396039604
10 0.99960396039604
11 0.99960396039604
12 0.99960396039604
13 0.99960396039604
14 0.99960396039604
15 0.99960396039604
16 0.998019801980198
17 0.99960396039604
18 0.998019801980198
19 0.999009900990099
20 0.998019801980198
21 0.99940594059406
22 0.99960396039604
23 0.998019801980198
24 0.99960396039604
25 0.99960396039604
26 0.99960396039604
27 0.99960396039604
28 0.99940594059406
29 0.99940594059406
30 0.998019801980198
31 0.99960396039604
32 0.99940594059406
33 0.997029702970297
34 0.998019801980198
35 0.99960396039604
36 0.99980198019802
37 0.998811881188118
38 0.99980198019802
39 0.99960396039604
40 0.998811881188118
41 0.998019801980198
42 0.99960396039604
43 0.99960396039604
44 0.99940594059406
45 0.99960396039604
46 0.99960396039604
47 0.99940594059406
48 0.998811881188118
49 0.99940594059406
50 0.99980198019802
